-15 -15 0.563554
-15 -9 0.563753
-15 -3 0.562451
-15 3 0.560734
-15 9 0.560734
-15 15 0.559714
-9 -15 0.563576
-9 -9 0.562988
-9 -3 0.561179
-9 3 0.561723
-9 9 0.561229
-9 15 0.559603
-3 -15 0.563251
-3 -9 0.563014
-3 -3 0.561954
-3 3 0.561229
-3 9 0.559897
-3 15 0.559603
3 -15 0.563042
3 -9 0.562447
3 -3 0.561179
3 3 0.560734
3 9 0.559897
3 15 0.559714
9 -15 0.562687
9 -9 0.562425
9 -3 0.561983
9 3 0.560389
9 9 0.560694
9 15 0.55863
15 -15 0.562709
15 -9 0.562451
15 -3 0.561723
15 3 0.560132
15 9 0.559714
15 15 0.55863
