0.890399 0.274733 1.53718 0.950406 13.774 -3.727934.92541 -13.861 7.12513 5.47678 -3.7307 4.21231 12.3106 0.621324 4.84859 
0.890399 0.274733 1.53718 -12.42 13.774 -9.624444.92541 -13.861 7.12513 5.47678 -3.7307 4.21231 12.3106 0.621324 4.84859 

0.304659 1.10805 1.47132 5.90712 1.0772 -4.610995.24792 3.39438 5.4382 1.24251 -6.69621 4.52107 -7.44419 -14.4387 14.8528 
0.304659 1.10805 1.47132 -0.694006 1.0772 -10.0965.24792 3.39438 5.4382 1.24251 -6.69621 4.52107 -7.44419 -14.4387 14.8528 

0.466486 0.911643 1.6726 -6.04323 -8.8528 -4.413547.80781 -14.709 13.4188 -1.5514 7.75549 14.7957 -2.80845 0.126195 -4.03429 
0.466486 0.911643 1.6726 -1.91594 -8.8528 -1.460567.80781 -14.709 13.4188 -1.5514 7.75549 14.7957 -2.80845 0.126195 -4.03429 

0.661347 1.17375 1.97789 11.7998 14.4839 14.5628-10.7848 8.87392 -0.793501 1.23745 -2.44396 -0.913976 15.4426 -14.2818 11.4111 
0.661347 1.17375 1.97789 -4.41815 14.4839 -3.8054-10.7848 8.87392 -0.793501 1.23745 -2.44396 -0.913976 15.4426 -14.2818 11.4111 

0.491126 0.454564 0.86389 -4.86483 -3.20051 10.684711.6577 8.77228 -8.23985 1.96239 7.18131 8.91951 10.168 9.30777 -5.23069 
0.491126 0.454564 0.86389 -9.14825 -3.20051 -6.2441511.6577 8.77228 -8.23985 1.96239 7.18131 8.91951 10.168 9.30777 -5.23069 

1.65122 0.564732 0.951785 15.022 -1.45054 -12.13418.79963 -13.7854 -8.61512 -15.4952 -11.1299 12.5888 6.36766 -7.13169 -1.94786 
1.65122 0.564732 0.951785 -5.35216 -1.45054 1.853518.79963 -13.7854 -8.61512 -15.4952 -11.1299 12.5888 6.36766 -7.13169 -1.94786 

0.957664 1.65707 1.41866 -3.92924 -14.6551 1.9466211.5154 6.95366 13.2619 9.33126 3.82784 -1.38199 -11.3612 -13.3287 -13.9484 
0.957664 1.65707 1.41866 0.488143 -14.6551 2.0894511.5154 6.95366 13.2619 9.33126 3.82784 -1.38199 -11.3612 -13.3287 -13.9484 

1.71655 0.445386 0.307557 -0.356213 -11.0502 -15.7763-3.7864 9.93564 -2.51057 12.3441 -8.23527 9.50373 -1.48999 7.15014 14.5139 
1.71655 0.445386 0.307557 -0.416319 -11.0502 -4.81937-3.7864 9.93564 -2.51057 12.3441 -8.23527 9.50373 -1.48999 7.15014 14.5139 

1.29432 0.88702 0.953397 5.79939 -14.1866 -7.23117.61732 -4.3808 6.27033 3.9537 10.1236 9.61091 -5.42744 9.48602 -7.68867 
1.29432 0.88702 0.953397 -0.95277 -14.1866 1.062437.61732 -4.3808 6.27033 3.9537 10.1236 9.61091 -5.42744 9.48602 -7.68867 

1.80556 1.88911 0.99165 3.73405 7.95512 -12.322-7.55658 -8.96627 -8.15042 -7.32811 -0.937189 -5.26133 -12.1901 -10.7689 3.46203 
1.80556 1.88911 0.99165 10.8144 7.95512 3.40835-7.55658 -8.96627 -8.15042 -7.32811 -0.937189 -5.26133 -12.1901 -10.7689 3.46203 

1.51209 0.497243 1.79424 11.1802 1.49782 -7.48244-8.76919 8.21799 -13.0009 0.821402 2.65011 -12.8161 1.57653 9.43974 -0.996549 
1.51209 0.497243 1.79424 -1.04218 1.49782 15.154-8.76919 8.21799 -13.0009 0.821402 2.65011 -12.8161 1.57653 9.43974 -0.996549 

0.324163 0.289912 1.02576 11.137 5.08831 -9.2206810.7165 15.3083 10.1978 -3.26955 -10.7414 15.8653 -7.35247 8.20857 -7.14151 
0.324163 0.289912 1.02576 3.09887 5.08831 -11.701410.7165 15.3083 10.1978 -3.26955 -10.7414 15.8653 -7.35247 8.20857 -7.14151 

0.906067 1.12993 1.1204 -11.8526 -0.909305 -15.92957.75153 7.98629 0.496151 -8.19944 -4.65421 -6.27548 11.0151 -2.13941 -14.3681 
0.906067 1.12993 1.1204 -5.05803 -0.909305 5.802887.75153 7.98629 0.496151 -8.19944 -4.65421 -6.27548 11.0151 -2.13941 -14.3681 

1.67178 1.57465 1.66035 2.5554 3.43845 -2.57211-15.1962 3.40414 -8.11414 -1.89482 -7.10271 -3.4939 -10.6203 -7.29442 4.33363 
1.67178 1.57465 1.66035 8.95346 3.43845 2.97415-15.1962 3.40414 -8.11414 -1.89482 -7.10271 -3.4939 -10.6203 -7.29442 4.33363 

1.39108 0.610191 1.03966 -3.59839 -11.7835 11.286414.9505 -6.21115 10.31 8.9192 -10.1586 3.78957 13.899 -6.78504 -4.48824 
1.39108 0.610191 1.03966 -16 -11.7835 -8.9817314.9505 -6.21115 10.31 8.9192 -10.1586 3.78957 13.899 -6.78504 -4.48824 

0.464311 0.386739 0.153128 0.854391 -8.25745 -9.985081.05194 8.89666 3.30398 12.0451 15.0589 12.7962 -8.87478 3.44275 7.08224 
0.464311 0.386739 0.153128 -4.88322 -8.25745 -161.05194 8.89666 3.30398 12.0451 15.0589 12.7962 -8.87478 3.44275 7.08224 

1.0069 1.13024 0.507075 6.95182 -8.80717 11.1653-11.2325 11.5101 1.35787 11.1634 10.0218 15.7229 -5.86684 4.61062 -5.84299 
1.0069 1.13024 0.507075 -8.12288 -8.80717 -14.4258-11.2325 11.5101 1.35787 11.1634 10.0218 15.7229 -5.86684 4.61062 -5.84299 

1.5892 0.710983 0.45293 -0.303021 -10.9417 -13.2067-13.5361 4.78876 5.02032 -8.74653 -14.8874 -12.9244 15.1967 -13.0549 4.64351 
1.5892 0.710983 0.45293 -3.18919 -10.9417 -4.71195-13.5361 4.78876 5.02032 -8.74653 -14.8874 -12.9244 15.1967 -13.0549 4.64351 

1.06769 1.78639 0.443972 7.21793 -6.88232 4.02623-11.8385 -0.23822 -1.08008 -8.91876 7.85698 -9.65742 -11.6899 -3.86325 -13.9281 
1.06769 1.78639 0.443972 5.09888 -6.88232 4.57035-11.8385 -0.23822 -1.08008 -8.91876 7.85698 -9.65742 -11.6899 -3.86325 -13.9281 

0.658012 0.343831 1.64955 10.523 -5.04531 -0.760391-1.0638 8.68835 12.1625 8.52956 -13.3124 2.05422 6.69072 -13.4632 -13.0334 
0.658012 0.343831 1.64955 -3.56928 -5.04531 1.62713-1.0638 8.68835 12.1625 8.52956 -13.3124 2.05422 6.69072 -13.4632 -13.0334 

1.98786 1.18246 1.74686 -1.41704 -3.98109 -3.8956-14.2568 -14.4804 -11.013 8.0414 3.12913 -12.4379 14.2128 -9.61385 13.8192 
1.98786 1.18246 1.74686 -2.71822 -3.98109 -3.16329-14.2568 -14.4804 -11.013 8.0414 3.12913 -12.4379 14.2128 -9.61385 13.8192 

1.49251 1.68897 1.17696 -3.26423 -0.103112 1.4328-13.9298 -12.7144 -9.69386 15.1304 8.94273 -4.00341 -5.00196 -3.96007 -5.28031 
1.49251 1.68897 1.17696 -11.5635 -0.103112 7.33941-13.9298 -12.7144 -9.69386 15.1304 8.94273 -4.00341 -5.00196 -3.96007 -5.28031 

0.48525 0.306583 1.36502 10.4601 -6.76331 1.911022.19661 -6.31153 -1.57337 7.85035 -14.7832 -7.71914 5.87426 0.807575 -9.57102 
0.48525 0.306583 1.36502 -4.04446 -6.76331 3.078892.19661 -6.31153 -1.57337 7.85035 -14.7832 -7.71914 5.87426 0.807575 -9.57102 

