2.32036 2.43909 2.43909 2.43909 2.51 2.51 2.52898 2.57251 2.57251 2.57529 2.57529 2.62055 2.64115 2.67108 2.67108 2.70659 2.72851 2.76073 2.76073 2.83688 2.83688 2.87143 2.89602 2.89602 2.89602 2.91873 3.00256 2.98382 3.02316 2.98156 3.09725 3.09088 3.11058 3.14966 3.23011 3.17809 3.05711 3.13199 3.12227 3.01453 3.10422 3.17221 3.07768 3.14368 3.14368 3.16557 3.0509 3.08164 3.16557 3.09849 3.02921 3.11969 3.09292 3.11969 3.09292 3.09218 3.15951 3.0659 3.13127 3.00721 3.13127 3.11389 3.15294 3.08653 3.06046 3.08653 3.01791 3.10753 3.01791 3.09796 2.99228 3.14696 3.05426 3.05426 3.05426 3.11899 3.1018 2.94305 3.1018 3.03257 3.06531 3.03257 3.06531 3.00673 3.02267 3.00673 3.06924 2.96592 3.13455 2.95707 3.04273 3.0174 3.08985 2.97622 3.08985 3.02127 3.05368 2.93632 3.05368 2.99566 2.99566 
2.39536 2.43416 2.46355 2.46355 2.57384 2.57384 2.5907 2.63654 2.6664 2.6664 2.6664 2.71523 2.7405 2.7405 2.70659 2.75693 2.81325 2.81325 2.81325 2.83688 2.90989 2.87143 2.89602 2.89602 2.93286 3.00256 2.95781 2.99645 3.02316 3.0693 3.14001 3.09088 3.09088 3.20898 3.20898 3.17809 3.21909 3.20049 3.19042 3.17143 3.17143 3.17221 3.17143 3.14368 3.14368 3.16557 3.21272 3.19424 3.23564 3.16534 3.13717 3.21684 3.15546 3.18751 3.17753 3.15874 3.15951 3.0659 3.13127 3.13127 3.19963 3.13127 3.06046 3.10355 3.12557 3.15273 3.03403 3.10753 3.14293 3.17469 3.09783 3.08029 3.14696 3.04495 3.11899 3.02868 3.11899 3.04886 3.09154 3.11335 3.0747 3.02268 3.19075 3.06924 3.086 3.06924 3.15218 3.0859 3.04273 3.13455 3.0174 3.10685 3.0174 3.08039 3.03739 3.14621 3.02127 3.05368 2.99566 3.11829 2.99566 
2.44673 2.44673 2.44673 2.52121 2.5529 2.5529 2.59738 2.59738 2.63434 2.63434 2.68192 2.70349 2.70349 2.70349 2.73827 2.78996 2.81325 2.81325 2.81325 2.81325 2.90989 2.87143 2.92854 2.95409 2.99261 3.08118 3.01856 3.05899 3.08679 3.18128 3.17901 3.15759 3.15331 3.28122 3.28122 3.17809 3.26802 3.21909 3.19042 3.23762 3.17143 3.26177 3.34738 3.23149 3.21272 3.25473 3.11569 3.21272 3.23564 3.18343 3.15546 3.20591 3.22505 3.20591 3.17753 3.1099 3.24816 3.22919 3.21819 3.13127 3.17087 3.19963 3.18958 3.17062 3.14293 3.22231 3.14293 3.19288 3.16478 3.14696 3.16478 3.09783 3.2347 3.21594 3.13643 3.11899 3.18668 3.18668 3.20914 3.17671 3.11335 3.13054 3.086 3.18078 3.06924 3.15218 3.13455 3.15218 3.0859 3.10685 3.20285 3.10685 3.0973 3.17388 3.14621 3.03739 3.05368 3.10127 3.11829 3.05759 3.16804 
2.40262 2.48881 2.4874 2.4874 2.52121 2.5529 2.59738 2.59738 2.59738 2.64354 2.6465 2.66753 2.69818 2.69818 2.74827 2.74827 2.77089 2.84945 2.84945 2.94281 2.96864 2.92854 2.92854 2.92854 2.99261 3.08118 3.08118 3.05899 3.05899 3.18128 3.22674 3.17901 3.15759 3.29993 3.28122 3.28122 3.3431 3.29181 3.28126 3.26177 3.26095 3.33655 3.33655 3.23149 3.23149 3.21272 3.25473 3.28502 3.3817 3.30904 3.244 3.20591 3.19581 3.22505 3.25851 3.24816 3.22838 3.32216 3.22919 3.21819 3.19963 3.24119 3.27119 3.29075 3.17062 3.14293 3.29496 3.21183 3.19288 3.16478 3.24497 3.2347 3.16455 3.2347 3.20583 3.20503 3.17671 3.25752 3.17671 3.20914 3.14814 3.28105 3.13054 3.086 3.25135 3.19876 3.2214 3.0859 3.2214 3.20285 3.19203 3.19282 3.17388 3.16399 3.19611 3.16399 3.10127 3.11829 3.16804 3.2379 3.07418 
2.40262 2.44173 2.531 2.531 2.57473 2.56451 2.59738 2.59738 2.64354 2.64354 2.67363 2.67666 2.74827 2.74827 2.82218 2.82218 2.82218 2.90204 2.94281 2.94281 2.94281 2.92854 2.92854 2.96638 3.14755 3.14755 3.14755 3.09583 3.12434 3.12434 3.2522 3.29993 3.24993 3.22739 3.36375 3.35695 3.38996 3.42189 3.36806 3.3571 3.36806 3.30057 3.23149 3.4481 3.30481 3.30481 3.3817 3.32917 3.25434 3.46243 3.30904 3.244 3.32864 3.26742 3.40659 3.34248 3.32216 3.26701 3.21819 3.39979 3.29075 3.26078 3.24119 3.26078 3.36683 3.23056 3.21183 3.36019 3.21183 3.25375 3.2347 3.38044 3.30794 3.15469 3.20503 3.27769 3.27686 3.24719 3.2278 3.24719 3.28105 3.21729 3.33175 3.27059 3.19876 3.2214 3.27018 3.2214 3.2214 3.19203 3.27435 3.19203 3.16399 3.21537 3.23377 3.21505 3.1357 3.21505 3.25693 3.18584 3.25693 
2.44173 2.44173 2.531 2.57473 2.57473 2.57473 2.6717 2.64354 2.67363 2.67363 2.72281 2.72597 2.79871 2.82218 2.82218 2.87731 2.87731 2.91374 2.93911 2.94281 3.00308 2.96194 2.9881 3.02769 3.11863 3.14755 3.14755 3.192 3.09583 3.12434 3.22145 3.34359 3.3767 3.32425 3.33228 3.4437 3.4437 3.28126 3.50553 3.42189 3.3571 3.4481 3.37737 3.30481 3.41411 3.49744 3.3817 3.46243 3.3817 3.244 3.34905 3.38602 3.31791 3.40659 3.34248 3.37349 3.34248 3.32216 3.36253 3.29075 3.50398 3.36683 3.26078 3.36683 3.23056 3.44668 3.36019 3.30372 3.25375 3.36019 3.38044 3.30794 3.34786 3.30794 3.29734 3.27686 3.26641 3.46539 3.24719 3.35214 3.21729 3.32104 3.34557 3.19876 3.34557 3.27018 3.31375 3.2214 3.3656 3.2939 3.26395 3.26313 3.26395 3.26313 3.23377 3.2673 3.23377 3.2673 3.20416 3.28713 3.33113 
2.44173 2.51315 2.57473 2.57473 2.62011 2.62011 2.62285 2.62285 2.67006 2.72281 2.72281 2.72597 2.77724 2.85295 2.85295 2.87731 2.87731 2.97284 2.97284 3.00308 3.00308 3.00308 3.00308 3.02769 3.18683 3.18683 3.21698 3.26365 3.26365 3.16297 3.29439 3.34359 3.34359 3.3767 3.32425 3.50553 3.4437 3.4437 3.41065 3.4703 3.38843 3.49298 3.41501 3.52038 3.45801 3.3817 3.48484 3.52487 3.48484 3.46243 3.3961 3.42814 3.42814 3.45538 3.51123 3.42123 3.34248 3.36253 3.39979 3.50398 3.36683 3.3559 3.36683 3.3559 3.44668 3.38105 3.30372 3.53061 3.36019 3.39148 3.32802 3.47246 3.40594 3.30794 3.34786 3.38475 3.46539 3.35214 3.35214 3.35214 3.32104 3.43114 3.28969 3.39849 3.34557 3.3656 3.31375 3.33424 3.31375 3.28338 3.31325 3.35898 3.44966 3.25277 3.23377 3.32689 3.30685 3.33113 3.30685 3.38349 3.33113 
2.4663 2.52553 2.5394 2.5394 2.54343 2.60662 2.65321 2.65321 2.65321 2.7016 2.8278 2.8278 2.85358 2.85358 2.91011 2.9938 2.95286 2.98271 3.02219 3.03849 3.03849 3.06602 3.06602 3.10801 3.10801 3.18683 3.18683 3.25823 3.33875 3.33875 3.33875 3.37089 3.42265 3.42265 3.4573 3.51204 3.57559 3.52772 3.52772 3.49298 3.43672 3.5557 3.52038 3.45801 3.62075 3.60842 3.46243 3.57101 3.46243 3.3961 3.54729 3.54729 3.45538 3.51123 3.47688 3.5389 3.47688 3.42123 3.50398 3.44229 3.36683 3.59101 3.44668 3.46883 3.44668 3.43533 3.53061 3.46175 3.49495 3.38044 3.43971 3.46098 3.40594 3.42677 3.40594 3.48778 3.42677 3.3413 3.55014 3.3413 3.43114 3.36619 3.39849 3.50243 3.3656 3.3656 3.42424 3.44528 3.39084 3.35898 3.39084 3.35898 3.3902 3.32689 3.44966 3.32689 3.30685 3.35151 3.38349 3.38349 3.33113 
2.47948 2.50897 2.50897 2.55196 2.61571 2.65036 2.65036 2.69871 2.69871 2.79538 2.84948 2.84948 2.88333 2.88333 2.91011 2.97284 2.97284 2.97284 2.97284 3.13103 3.08608 3.15287 3.15287 3.18245 3.13179 3.17582 3.20582 3.25823 3.25823 3.3063 3.41757 3.41757 3.41757 3.50572 3.50572 3.50572 3.59977 3.59977 3.6847 3.61615 3.60383 3.57957 3.64562 3.63313 3.60842 3.54277 3.57101 3.57101 3.6628 3.66174 3.54729 3.53537 3.51123 3.49951 3.53988 3.58645 3.56249 3.62778 3.44229 3.50398 3.59101 3.52612 3.43533 3.55403 3.49145 3.55403 3.51879 3.40159 3.48333 3.52327 3.48333 3.46098 3.40594 3.54564 3.48778 3.57383 3.42677 3.57383 3.57383 3.41988 3.51413 3.41988 3.51413 3.50243 3.3656 3.58925 3.42424 3.44528 3.39084 3.5938 3.52899 3.35898 3.41144 3.32689 3.55687 3.40463 3.49787 3.40463 3.38349 3.48627 3.40896 
2.47539 2.51722 2.54919 2.61289 2.65986 2.62782 2.66573 2.7875 2.7875 2.7875 2.7875 2.84136 2.90584 2.90946 2.90946 2.94686 3.0075 3.03453 3.03453 3.03453 3.03453 3.07563 3.27669 3.27669 3.22727 3.25823 3.3063 3.3063 3.3063 3.39087 3.38861 3.38861 3.50572 3.50572 3.56225 3.66671 3.59876 3.59876 3.60383 3.73567 3.64562 3.63313 3.69648 3.67077 3.72739 3.70118 3.70118 3.75266 3.66174 3.66174 3.6242 3.692 3.53439 3.6242 3.6664 3.58645 3.56249 3.61541 3.65264 3.70855 3.59101 3.52612 3.55403 3.68269 3.51879 3.64371 3.51879 3.51783 3.60661 3.54658 3.56929 3.56929 3.63587 3.54564 3.4762 3.57383 3.49797 3.66444 3.57383 3.41988 3.53726 3.50243 3.62592 3.50243 3.47888 3.58925 3.50688 3.55235 3.52899 3.61817 3.52899 3.4603 3.55687 3.40463 3.55687 3.52168 3.40463 3.48627 3.48627 3.48627 3.43048 
