0.982398 0.981726 0.982398 0.982764 0.979135 0.983485 0.983485 0.982398 0.979135 0.983485 0.982398 0.982764 0.981726 0.981726 0.982764 0.981726 1
0.663431 0.663431 0.663431 0.662548 0.663431 0.663431 0.663431 0.660817 0.663431 0.663431 0.663431 0.663431 0.663431 0.663431 0.664822 0.663431 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0
0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0
0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0
0 0.25 0.25 0 0 0.25 0 0 0 0.25 0.25 0 0 0.25 0.25 0 0
1.08455 1.08455 1.08902 1.08455 1.09551 1.09678 1.08975 1.08455 1.08455 1.08902 1.09551 1.09551 1.10213 1.10213 1.08455 1.10213 1
0 0 0 0 0 0 0 0.738378 0 0.738378 0.738378 0.737758 0.736956 0.735051 0.733769 0.738378 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0
3.11372 4.07522 4.07522 4.58391 0 2.20103 2.47869 2.97644 0 0 6.67936 6.72602 0 0 0.67021 1.80334 0
0.73603 0.73603 0.734698 0.735443 0.73603 0.735387 0.73603 0.734106 0.734698 0.734106 0.73603 0.734106 0 0 0 0 0
0.852656 0.852104 0.852104 0.85079 0.85079 0.85079 0.85452 0.852104 0.85452 0.852104 0.852624 0.852104 0.852104 0.852656 0.85452 0.852624 1
1.0183 1.0183 1.02031 1.0183 1.01522 1.01827 1.0188 1.02031 1.01827 1.0183 1.0183 1.02031 1.0188 1.0183 1.0183 1.01827 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.25 0.25 0.25 0 0 0.25 0.25 0 0 0 0.25 0.25 0 0 0.25 0.25 0
0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0
0 0 0 0 0 0 0 0 0 0 0.05 0.05 0.05 0.05 0.05 0.05 0
0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0.968985 0.974495 0 0 0.975302 0.97166 0 0 0.97166 0.974495 0 0.975302 0.974495 0.97166 0
0.933588 0.93157 0.933588 0.93434 0.929705 0.931801 0.93434 0.930417 0.929705 0.93434 0.929705 0.93157 0.930417 0.933588 0.933588 0.933588 1
0 0 0 0.05 0 0 0 1.3435 0 1.35392 1.35944 1.35627 1.35944 0 1.35944 1.34671 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0.752013 0 0 0.753196 0 0.75391 0.752723 0.752013 0 0 0.754495 0.754495 0
0 0 0 0 0 0 0 0 0 0.25 0.25 0 0 0 0.25 0.25 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1.10863 1.10543 1.11658 1.09836 1.09968 1.10543 1.10543 1.09449 1.10543 1.10543 1.1041 1.09836 1.09836 1.1041 1.09836 1.10543 1
0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0
0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0
0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1.06005 1.062 1.06144 1.06143 1.06144 1.062 1.06338 1.06005 1.06005 1.06143 1.06143 1.06143 1.06236 1.06005 1.062 1.06143 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1.13599 1.13599 1.13756 1.13599 1.14151 1.13756 1.13756 1.13756 1.13756 1.13599 1.13756 1.13944 1.13599 1.13756 1.13944 1.13756 1
1.37779 1.3714 1.3714 1.3652 1.3652 1.3714 1.3652 1.37779 1.36983 1.3714 1.3652 1.37838 1.36983 1.3652 1.36983 1.37779 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0
0.73113 0.731474 0.728992 0.73113 0.728992 0.728895 0.727759 0.727759 0.73113 0.731474 0.728895 0.730421 0.728895 0.728992 0.728895 0.730421 1
1.05437 1.05437 1.05437 1.05437 1.04734 1.04866 1.04451 1.04734 1.04734 1.04866 1.04451 1.04866 1.04451 1.04866 1.04451 1.05437 1
0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0.05 0 0 0 0.05 0.1 0 0.25 0.25 0.25 0 0.25 0.25 0.25 0.25 0
0.976666 0.978121 0.978121 0.978464 0.976666 0.978121 0.978121 0.978121 0.977767 0.978121 0.978464 0.978464 0.978121 0.977767 0.978883 0.978464 1
0 0 0 0 0 0 0 0.745503 0 0.750297 0.745503 0.745503 0 0.745503 0.746973 0.748876 0
0 0 0 0 0 0 0 1.14602 0 0 1.14607 1.14602 0 0 1.14602 1.14607 0
1.1274 1.13247 1.13247 1.1274 1.1274 1.12524 1.1274 1.12977 1.13431 1.13247 1.13247 1.1274 1.1274 1.1274 1.13247 1.13247 1
0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0
1.2031 1.2031 1.2031 1.2031 1.2071 1.21308 1.2031 1.21554 1.21638 1.21554 1.20704 1.21308 1.21146 1.21638 1.20704 1.2031 1
0.985862 0.985862 0.984413 0.984413 0.984413 0.985862 0.982836 0.98286 0.979407 0.979407 0.98286 0.98072 0.98286 0.985862 0.98286 0.98286 1
0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0
0.752482 0.752482 0.752587 0.752482 0.753232 0.752587 0.753232 0.751798 0.753232 0.752482 0.753232 0.752587 0.753232 0.753232 0.752482 0.753232 1
1.29467 1.29467 1.31524 1.30894 1.30883 1.30883 1.29467 1.30894 1.29467 1.29467 1.29953 1.31524 1.29467 1.30894 1.29467 1.29467 1
0.993066 0.993066 0.98776 0.989769 0.993066 0.98776 0.993066 0.98776 0.989769 0.98776 0.993066 0.98776 0.98776 0.995216 0.986778 0.989769 1
0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0
1.24135 1.24135 1.24135 1.23587 1.23239 1.24221 1.24135 1.24135 1.23239 1.23587 1.23239 1.22367 1.22367 1.23587 1.22367 1.24221 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1.04758 1.05159 1.04967 1.04967 1.04971 1.04967 1.04758 1.04758 1.04758 1.04971 1.04971 1.04967 1.04758 1.04758 1.05159 1.04758 1
0.873387 0.873387 0.873387 0.869466 0.873387 0.87098 0.871149 0.870712 0.874692 0.871149 0.870712 0.87098 0.871149 0.87098 0.873387 0.873387 1
1.02008 1.01835 1.01835 1.02255 1.02094 1.02094 1.02008 1.01848 1.01848 1.02008 1.01848 1.02126 1.02126 1.02008 1.02255 1.02255 1
0.758834 0.758834 0.758834 0.756318 0.756318 0.757869 0.757869 0.755751 0.755711 0.757869 0.756318 0.755751 0.755711 0.755751 0.756854 0.756854 1
0 0.98655 0.990488 0.978957 0 0.98655 0.990488 0.991701 0 0.991701 0.98655 0.991701 0 0.995828 0.978622 0.98655 0
0 0 0 0 0 0 0 0.572945 0.572511 0 0.572945 0.572945 0.572511 0.572945 0.573019 0.572945 0
0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0
0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0
0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0
0.74039 0 0 0 0 0 0 0 0 0.844919 0 0 0 0.713279 1.14603 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1.06271 1.06987 1.06577 1.06271 1.06758 1.06761 1.06761 1.06761 1.06761 1.06758 1.06705 1.06271 1.06271 1.06761 1.06271 1.06271 1
0.941458 0.94711 0.948036 0.941458 0.935948 0.945431 0.941458 0.941458 0.939853 0.94711 0.939853 0.941458 0.94711 0.941458 0.94711 0.948036 1
1.43652 1.43744 1.43666 1.43652 1.43666 1.43025 1.43744 1.43744 1.43652 1.43666 1.43652 1.43666 1.43652 1.43744 1.43652 1.43652 1
0 0 0 0 0 0 0 0 0.25 0.25 0.25 0 0 0.25 0.25 0.25 0
0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.983131 0.993677 0.987246 0.987246 0.987246 0.993405 0.993677 0.987246 0.987246 0.987246 0.983131 0.9891 0.987246 0.98626 0.987246 0.987246 1
1.27411 1.27067 1.27802 1.27802 1.27411 1.27802 1.27411 1.27411 1.27411 1.27411 1.27411 1.27802 1.27411 1.27802 1.27411 1.27411 1
0.683423 0.683423 0.683423 0.683856 0.685432 0.683856 0.685432 0.687198 0.685432 0.681082 0.683856 0.683856 0.685432 0.683856 0.687198 0.681082 1
0 0 0 0.655267 0 0 0 0.662281 0 0 0 0.655267 0 0 0.648518 0.650257 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 1.42991 1.34686 0 0 1.37285 1.34686 0 0 0 0 0 0 0 0 0
0.655981 0.25 0.656546 0.25 0.65437 0.25 0.25 0.655981 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0
0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0
0.69271 0.693146 0.691686 0.692388 0.692274 0.692388 0.692388 0.69271 0.693158 0.692274 0.691686 0.691239 0 0 0 0 0
0.975069 0.980105 0.974147 0.98046 0.98046 0.980105 0.980105 0.974147 0.980105 0.980105 0.968784 0.982216 0.980105 0.974147 0.980105 0.968784 1
0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0
0.8631 0.861718 0.86168 0.864644 0.8631 0.86168 0.864644 0.86168 0.86028 0.86168 0.864644 0.86168 0.864644 0.864644 0.864644 0.86168 1
0.759737 0.759737 0.75988 0.759737 0.759737 0.759737 0.759737 0.759737 0.762965 0.763498 0.759737 0.759737 0.759737 0.761199 0.759737 0.759737 1
