1.00903 1.00367 1.00293 1.00367 1.01105 0.99751 1.00023 1.00513 0.998628 1.00205 1.00513 0.998628 1.01575 1.01385 1.01069 1.00367 1.01463 1.01575 1.00903 1.01069 1.00367 1.01575 1.00167 1.01178 1.00513 
1.28525 1.25107 1.26349 1.25107 0 1.31787 1.28866 1.26878 1.25107 0 1.29407 1.29854 1.26878 1.26878 1.26349 1.29571 1.28866 1.28866 1.27897 1.28331 1.30406 1.28702 1.27041 1.27027 1.28866 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.07276 0 0 0 0 0 1.07988 2.87777 0.05 
1.49066 1.48964 1.49274 1.48136 1.49744 1.49274 1.50131 1.47934 1.49274 1.48136 1.49744 1.49744 1.49744 1.49744 1.48964 1.49744 1.49744 1.49744 1.49274 1.49744 1.49066 1.48136 1.49066 1.48964 1.48964 
1.34222 1.32696 1.3329 1.34222 1.34877 1.34182 1.34877 1.35321 1.35321 1.35321 1.35321 1.35321 1.36971 1.35795 1.35321 1.34222 1.34222 1.35983 1.35983 1.35795 1.35321 1.34877 1.3466 1.35795 1.35795 
1.36857 1.37146 1.38133 1.38133 1.36252 1.37525 1.3844 1.37663 1.37146 1.36857 1.37663 1.36252 1.37663 1.37663 1.37663 1.37663 1.37525 1.36857 1.38133 1.3844 1.37048 1.37146 1.37048 1.37663 1.37663 
1.14638 1.1465 1.14915 1.14915 0 1.15108 1.13595 1.14084 0 1.14084 1.14779 1.14779 1.15239 1.14409 1.14084 1.14779 1.14779 1.14915 1.14084 1.14915 1.14779 1.14779 1.14084 1.14915 1.14774 
1.65649 1.65795 1.65795 1.65649 1.67388 1.68336 1.65649 1.65649 1.65795 1.65795 1.67388 1.67388 1.65649 1.65795 1.68158 1.65795 1.65649 1.65649 1.65795 1.65649 1.67388 1.68336 1.65795 1.65795 1.65795 
1.62081 1.61077 1.61456 1.61077 1.59562 1.62081 1.63671 1.59562 1.61456 1.59213 1.61077 1.63671 1.59562 1.59213 1.49334 1.52636 1.53698 1.55682 1.52636 1.4974 1.42458 1.20743 1.1406 1.28015 1.20743 
0 0 0 0 0 0 0 0 0 0 0.629073 0.614306 0 0 0 0 0 0 0 0 0 0 0 0 0 
0.880789 0.87353 0.881463 0.872941 0.872028 0.870737 0.87733 0.870423 0.87897 0.875102 0.871019 0.882073 0.88048 0.870142 0.875446 0.869547 0.872288 0.871615 0.882443 0.882073 0.879574 0.870142 0.872941 0.88048 0.8745 
0 0 0 0 0 0 0 0 0 0 1.0091 0 0 0 0 0.963533 1.06138 0 0 0 0.974026 1.0197 1.61173 1.41618 0 
1.23986 1.23306 1.24313 1.24581 1.23456 1.23774 1.23925 1.23456 1.24366 1.24246 1.23774 1.23991 1.24581 1.24366 1.24246 1.24246 1.23162 1.24614 1.23925 1.2392 0 0 0 0 0 
1.28288 1.27131 1.2817 1.26676 1.27623 1.27505 1.27623 1.27854 1.26676 1.27394 1.27364 1.27165 1.27443 1.27854 1.27443 1.27101 1.26676 1.27443 1.27394 1.27561 1.26758 1.27673 1.28056 1.26676 1.26676 
1.13624 1.12351 1.12482 1.13916 1.12764 1.12153 1.13916 1.13916 1.13916 1.11876 1.13048 1.12153 1.13916 1.13132 1.12764 1.12764 1.12482 1.13605 1.13624 1.12153 1.13335 1.13335 1.12221 1.12764 1.13335 
0 0 0 0 0.1 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 
0.903916 0.91794 0.926425 0.986723 0 0.890561 0.912165 0.919185 0 0 0 0.898398 0.905231 0.912165 0 0 0 0 0.912165 0.930304 0 0 0.91794 0.919185 0.92306 
1.36008 1.35805 1.35902 1.35902 1.35805 1.35424 1.35386 1.36416 1.35911 1.3624 1.35253 1.36455 1.3549 1.35424 1.357 1.357 1.35805 1.3498 1.35424 1.35595 1.36008 1.36008 1.3532 1.3624 1.35283 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1.42884 1.42884 1.42817 1.41955 1.42817 1.418 1.42817 1.42884 1.41444 1.42884 1.40937 1.41444 1.41444 1.41444 1.42884 1.40052 1.42884 1.42884 1.42884 1.42884 1.39555 1.42365 1.41444 1.43583 1.41444 
0 0 0 0 0 0.874121 0 0 0 0 0 1.48489 0 0 0 0 0 1.13565 0 0 0 0 0 0.915508 0 
1.06267 1.05806 1.06869 1.07345 1.06604 1.06604 1.06267 1.06869 1.06604 1.06869 1.06267 1.06869 1.0617 1.06267 1.06267 1.06869 1.06869 1.06635 1.06869 1.07345 1.07374 1.07345 1.06869 1.0617 1.07374 
1.59779 1.59381 1.59381 1.59779 1.59686 1.59381 1.59779 1.60509 1.58627 1.60106 1.61273 1.59381 1.60917 1.59381 1.59381 1.59381 1.59381 1.62551 1.58986 1.59779 1.58986 1.60509 1.62132 1.59381 1.60509 
1.31218 1.31269 1.30113 1.33223 1.33223 1.30692 1.30978 1.30692 1.32071 1.33223 0 1.30732 1.30732 1.30937 1.30732 0 1.32071 1.30732 1.30732 1.30732 1.31269 1.32071 1.30732 1.32071 1.3181 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.05 0.648124 0 0.05 0 0 0 0 
1.34369 1.35081 1.34801 1.34853 1.34369 1.34145 1.35821 1.34853 1.34145 1.35331 1.34801 1.34801 1.34801 1.34369 1.34145 1.33627 1.34369 1.34801 1.34369 1.35867 1.34369 1.34801 1.34853 1.35867 1.34145 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.869913 1.00509 0 0.921334 0 0 0 0 0.803725 
1.28068 1.28068 1.28068 1.28068 1.28068 1.27162 1.27311 1.28068 1.27162 1.28438 1.2661 1.28012 1.2661 1.28068 1.28012 1.25873 1.2661 1.2661 1.28068 1.28068 1.25873 1.26796 1.2806 1.27162 1.27311 
0 0 0 0 0 0 0 0 0 0 0 1.17989 0 0 0 0 0 1.25297 1.32556 0 0 0 0 1.26805 1.33687 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2.27007 2.30376 2.27778 2.27778 2.30376 2.23112 2.27007 2.23382 2.27778 2.28964 2.23382 2.27778 2.23382 2.24506 2.2216 2.24506 2.27778 2.28964 2.2216 2.25648 2.2216 2.28964 2.21066 2.24506 2.2216 
1.11458 1.10659 1.11514 1.11514 1.10659 1.08144 1.08476 1.08476 1.08476 1.07732 0.966252 1.0276 1.05078 1.05468 1.07826 0.833831 0.880924 0.951768 1.01946 1.07826 0.837649 0.857078 0.878773 0.902134 0.957425 
1.011 1.01539 1.00218 1.00175 1.01585 1.01585 1.02456 1.00683 1.00924 1.00494 1.00645 1.00645 1.00175 1.00645 1.0125 1.00218 1.01688 1.00494 1.00218 1.01872 1.01207 1.00968 1.01825 1.0004 1.01385 
1.32258 1.32142 1.32848 1.31926 1.3175 1.32342 1.32281 1.32082 1.31997 1.32366 1.32678 1.32051 1.31842 1.32258 1.32082 1.31872 1.32477 1.31842 1.3175 1.32166 1.31949 1.32848 1.31781 1.32227 1.32135 
0 0 2.31192 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1.10159 1.10065 1.15188 1.13497 1.14749 1.14993 1.15627 1.15322 1.14825 1.14657 1.15324 1.15634 1.15543 1.14879 1.13234 1.15059 1.14825 1.10445 1.09694 1.14637 1.15235 1.14462 1.14699 1.13863 1.14761 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1.49425 1.4906 1.49425 1.48872 1.48602 1.4857 1.48696 1.4955 1.48961 1.48691 1.4829 1.48966 1.4829 1.49149 1.49465 1.4906 1.49153 1.48597 1.48878 1.49143 1.4857 1.49153 1.48597 1.48961 1.4906 
1.35093 1.35977 1.35093 1.35093 1.34448 1.35093 1.34448 1.35932 1.35093 1.35988 1.35988 1.35038 1.35988 1.36575 1.35977 1.35988 1.36575 1.35093 1.35038 1.35932 1.35093 1.33243 1.35093 1.35093 1.35988 
0 0.672705 0 0 0 0 0 0.733476 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0.25 0 0 0.25 0.25 0 0 0.25 0 0.25 1.03334 1.04004 1.04516 0.25 0.25 1.03425 1.03024 1.03966 1.0432 0.25 1.03024 1.03425 1.03334 1.03682 1.0432 
1.15302 1.15035 1.14214 1.15302 1.15302 1.15035 1.14622 1.14657 1.15598 1.16914 1.15035 1.15302 1.15035 1.15697 1.16519 1.15598 1.15035 1.15903 1.16821 1.16914 1.14248 1.15302 1.16292 1.16263 1.1746 
0.98114 0.98114 0.98114 0.98114 0.983523 0.985114 0.98272 0.980774 0.98272 0.980774 0.97685 0.981463 0.98272 0.97841 0.97841 0.976063 0.982353 0.97841 0.97841 0.982353 0.976063 0.974814 0.970369 0.97841 0.970369 
0.712115 0.719355 0.715668 0.716988 0.697358 0.716393 0.713407 0.712146 0.700376 0.695396 0.717014 0.709007 0.699038 0.695296 0.693836 0.701151 0.699406 0.698504 0.696171 0.688187 0.1 0.1 0.1 0.1 0.1 
0 0 0 0 0 0 0 0 0 0 1.47628 0 0 0 0 0 0.695729 0.778151 0.90164 1.27394 0 0 0 0.655172 0.715245 
1.44016 1.44016 1.44561 1.44016 1.42809 1.4353 1.44818 1.44818 1.42995 1.44016 1.43773 1.44016 1.44016 1.42995 1.42809 1.42995 1.44016 1.44016 1.44016 1.42562 1.44016 1.43773 1.44016 1.42995 1.42995 
1.08057 1.09153 1.08685 1.04473 1.08897 1.08137 1.08027 1.04672 1.09006 1.06096 1.07891 1.06413 1.08867 1.07131 1.04469 1.08999 1.07463 1.08729 1.07639 1.05715 1.07286 1.04583 1.05763 1.08357 1.04582 
0.884781 0.885664 0.879998 0.880904 0.884781 0.837492 0.847661 0.854783 0.854783 0.830227 0.747778 0.837492 0.833241 0.812593 0.79361 0.746579 0.768733 0.796357 0.781241 0.781241 0.749074 0.749074 0.752138 0.765761 0.775614 
0.767784 0.767784 0.768763 0.77051 0.771631 0.771631 0.773224 0.772218 0.773512 0.772791 0.769705 0.772505 0.773512 0.772218 0.769129 0.768763 0.772218 0.77051 0.770409 0.770695 0.768763 0.773512 0.773593 0.768763 0.769749 
1.25488 1.27422 1.26955 1.25514 1.25244 1.27394 1.25665 1.25069 1.27394 1.26955 1.25911 1.26089 1.25069 1.26522 1.25665 1.25069 1.25938 1.2623 1.25514 1.27394 1.27394 1.26661 1.27394 1.25938 1.25069 
1.01523 1.01523 1.00867 1.00867 1.01007 1.01842 1.01085 1.01085 1.01079 1.01842 1.00937 1.01523 1.01523 1.01318 1.01298 1.00934 1.01157 1.01842 1.01085 1.01842 1.01987 1.01075 1.01085 1.01842 1.01079 
1.67498 1.69067 1.67498 1.69595 1.681 1.69067 1.69067 1.681 1.69441 1.69067 1.66913 1.67498 1.66913 1.69067 1.69067 1.69067 1.67498 1.68545 1.66913 1.68899 1.68915 1.69067 1.68915 1.69067 1.69424 
1.29872 1.29904 1.30407 1.29872 1.30034 1.31434 1.29904 1.29872 1.3126 1.32698 1.30407 1.31403 1.29904 1.30238 1.32167 1.3126 1.32665 1.32698 1.30919 1.31956 1.31434 1.31956 1.31436 1.30917 1.31675 
1.25972 1.26849 1.26501 1.26501 1.26881 1.27255 1.26369 1.26369 1.26501 1.26501 1.26881 1.27255 1.26849 1.26849 1.2742 1.26501 1.26347 1.25657 1.26369 1.26369 1.26347 1.26501 1.26501 1.27579 1.25993 
1.16391 1.16391 1.16093 1.15646 1.16044 1.16044 1.16733 1.16044 1.16555 1.16044 1.16555 1.16961 1.16795 1.16961 1.15823 1.16269 1.16961 1.16795 1.16495 1.16269 1.16961 1.15823 1.15869 1.16269 1.15707 
1.90657 1.90337 1.93034 1.90657 1.92268 1.93907 1.93034 1.90337 1.93034 1.93034 1.90657 1.92268 1.92118 1.90657 1.92268 1.90337 1.90337 1.93034 1.90657 1.90657 1.9051 1.93034 1.92268 1.93034 1.93034 
1.7946 1.78159 1.76165 1.77308 1.80762 1.80762 1.77308 1.77308 1.79317 1.78159 1.7719 1.78159 1.80908 1.80762 1.7719 1.79582 1.80762 1.79216 1.7946 1.80908 1.79317 1.78159 1.76165 1.80762 1.80908 
