0.795072 0.987263 0.377623 
0.794591 0.987338 0.384486 
0.794085 0.987409 0.391428 
0.793553 0.987475 0.398446 
0.792996 0.987535 0.405538 
0.792413 0.987591 0.412703 
0.791805 0.987642 0.419939 
0.79117 0.987688 0.427243 
0.790508 0.987729 0.434613 
0.789821 0.987766 0.442047 
0.789106 0.987798 0.449542 
0.788365 0.987825 0.457096 
0.787596 0.987847 0.464704 
0.7868 0.987864 0.472365 
0.785977 0.987877 0.480075 
0.785126 0.987885 0.48783 
0.784247 0.987888 0.495627 
0.783341 0.987886 0.503463 
0.782406 0.987879 0.511333 
0.781444 0.987868 0.519233 
0.780453 0.987852 0.52716 
0.779434 0.98783 0.535109 
0.778387 0.987804 0.543076 
0.777311 0.987773 0.551056 
0.776208 0.987737 0.559045 
0.775075 0.987696 0.567038 
0.773915 0.98765 0.57503 
0.772726 0.987599 0.583017 
0.771509 0.987543 0.590993 
0.770264 0.987481 0.598955 
0.76899 0.987415 0.606896 
0.767689 0.987342 0.614813 
0.76636 0.987265 0.622699 
0.765003 0.987182 0.630551 
0.763619 0.987094 0.638363 
0.762207 0.987 0.646131 
0.760769 0.9869 0.653849 
0.759303 0.986794 0.661513 
0.757812 0.986683 0.669119 
0.756294 0.986566 0.676661 
0.75475 0.986443 0.684136 
0.753181 0.986314 0.691539 
0.751586 0.986179 0.698866 
0.749967 0.986037 0.706113 
0.748324 0.985889 0.713277 
0.746657 0.985735 0.720353 
0.744966 0.985574 0.727338 
0.743253 0.985406 0.734228 
0.741518 0.985232 0.741022 
0.73976 0.98505 0.747715 
0.737982 0.984862 0.754305 
0.736182 0.984667 0.76079 
0.734363 0.984464 0.767167 
0.732525 0.984254 0.773434 
0.730667 0.984036 0.779591 
0.728792 0.983811 0.785633 
0.726899 0.983578 0.791562 
0.724989 0.983338 0.797375 
0.723063 0.983089 0.803071 
0.721121 0.982832 0.80865 
0.719165 0.982566 0.814111 
0.717194 0.982292 0.819453 
0.715211 0.98201 0.824677 
0.713214 0.981719 0.829783 
0.711206 0.981418 0.834771 
0.709187 0.981109 0.83964 
0.707157 0.98079 0.844393 
0.705117 0.980462 0.849029 
0.703068 0.980125 0.853549 
0.701011 0.979777 0.857954 
0.698946 0.97942 0.862246 
0.696875 0.979052 0.866426 
0.694797 0.978674 0.870494 
0.692714 0.978285 0.874452 
0.690626 0.977886 0.878303 
0.688533 0.977475 0.882047 
0.686438 0.977054 0.885686 
0.684339 0.976621 0.889222 
0.682238 0.976177 0.892658 
0.680136 0.97572 0.895993 
0.678033 0.975252 0.899232 
0.675929 0.974772 0.902375 
0.673826 0.974279 0.905424 
0.671723 0.973773 0.908382 
