-15 -15 0 0.1 2.2273 4.08303 4.02011 3.97373 4.1257 3.80623 3.97373 3.94281 
-15 -12 0 0 1.41738 1.86767 2.01396 2.04292 2.2096 2.2096 2.24562 2.37333 
-15 -9 0 0 0.25 1.17508 1.25539 1.32707 1.40621 1.44646 1.55617 1.57851 
-15 -6 0 0 0.25 0.25 0.25 0.25 1.06011 1.11115 1.14873 1.22489 
-15 -3 0 0 0.1 0.1 0.25 0.25 0.25 0.25 0.25 0.25 
-15 0 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.25 0.25 
-15 3 0 0 0.05 0.1 0.1 0.1 0.1 0.1 0.1 0.1 
-15 6 0 0 0 0 0 0 0 0 0 0 
-15 9 0 0 0 0 0 0 0 0 0 0 
-15 12 0 0 0 0 0 0 0 0 0 0 
-15 15 0 0 0 0 0 0 0 0 0 0 
-12 -15 0 0.757765 1.87336 1.54909 1.49223 1.45898 1.45559 1.41722 1.42404 1.42404 
-12 -12 0 0.956955 4.27112 2.91172 2.82495 2.74377 2.68755 2.68755 2.68755 2.68284 
-12 -9 0 0.891657 2.61351 3.45886 3.74128 3.59349 3.74128 3.74128 3.70384 3.70384 
-12 -6 0 0.25 1.46165 1.714 1.80149 1.90051 1.94954 2.01396 2.12177 2.1123 
-12 -3 0 0.1 0.25 1.11243 1.18804 1.24659 1.29817 1.37044 1.41581 1.48658 
-12 0 0 0 0.1 0.25 0.25 0.25 0.25 0.25 0.25 1.09302 
-12 3 0 0 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 
-12 6 0 0 0 0 0 0 0 0 0 0 
-12 9 0 0 0 0 0 0 0 0 0 0 
-12 12 0 0 0 0 0 0 0 0 0 0 
-12 15 0 0 0 0 0 0 0 0 0 0 
-9 -15 0 0.729691 0.902173 0.851933 0.842737 0.833371 0.826874 0.816906 0.822205 0.816906 
-9 -12 0 0.999552 1.18318 1.11887 1.07633 1.06251 1.04824 1.0422 1.04582 1.03536 
-9 -9 0 1.56905 1.87986 1.69676 1.64686 1.5943 1.5883 1.551 1.53727 1.55254 
-9 -6 0 2.00768 4.9879 3.80124 3.64538 3.45844 3.44578 3.45844 3.45844 3.33242 
-9 -3 0 1.3805 2.43334 2.79242 2.94248 2.94248 3.02338 3.10529 3.18372 3.18372 
-9 0 0 0.25 1.24834 1.3577 1.40384 1.48475 1.57165 1.61358 1.64988 1.76836 
-9 3 0 0.1 0.1 0.1 0.1 0.1 0.25 0.25 0.25 0.25 
-9 6 0 0 0 0 0 0 0 0 0 0 
-9 9 0 0 0 0 0 0 0 0 0 0 
-9 12 0 0 0 0 0 0 0 0 0 0 
-9 15 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 
-6 -15 0 0.606543 0.655992 0.63783 0.635584 0.634117 0.633129 0.63695 0.634117 0.632056 
-6 -12 0 0.734134 0.753808 0.73479 0.728853 0.726242 0.720431 0.720431 0.716187 0.716187 
-6 -9 0.1 0.955182 0.911712 0.884867 0.86956 0.864049 0.856945 0.849958 0.852796 0.846947 
-6 -6 0.1 1.33267 1.21956 1.17769 1.15206 1.13604 1.11397 1.11855 1.11397 1.11249 
-6 -3 0.1 2.40393 2.04954 1.93596 1.83008 1.79778 1.79965 1.79778 1.79965 1.7704 
-6 0 0.1 2.37957 4.10576 3.84738 4.1257 3.97373 3.94281 3.94281 3.94281 3.94281 
-6 3 0 0.25 0.25 0.25 0.25 1.08816 1.13259 1.19739 1.23328 1.29287 
-6 6 0 0 0 0 0 0 0 0 0 0 
-6 9 0 0 0 0 0 0 0 0 0 0 
-6 12 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 
-6 15 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 
-3 -15 0 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 
-3 -12 0.1 0.578169 0.584502 0.571447 0.565431 0.563313 0.562749 0.559176 0.559748 0.557996 
-3 -9 0.1 0.678574 0.66231 0.652544 0.649452 0.649036 0.650108 0.648502 0.649036 0.649036 
-3 -6 0.1 0.825917 0.770547 0.754716 0.750113 0.745601 0.738979 0.738979 0.741974 0.741974 
-3 -3 0.569506 1.04069 0.945342 0.92205 0.915192 0.903523 0.898653 0.897418 0.894165 0.885975 
-3 0 0.84303 1.66083 1.4007 1.35659 1.35258 1.33801 1.31818 1.29467 1.29732 1.29732 
-3 3 1.39541 5.71019 4.52122 4.29966 4.18579 4.12506 4.05358 4.26152 4.05358 4.06526 
