-15 -15 1.60514 16.7553 17.9694 17.9694 15.3698 
-15 -12 1.36782 24.1819 17.9694 18.8719 15.3698 
-15 -9 1.12096 16.7553 18.8719 18.8719 17.9694 
-15 -6 1.71253 16.7553 17.9694 19.7938 14.5673 
-15 -3 1.55604 21.29 18.8719 17.9694 17.9694 
-15 0 1.06705 15.3423 18.8719 17.9694 15.7016 
-15 3 1.35156 15.3423 15.8401 17.9694 18.8719 
-15 6 1.56457 15.3423 15.8401 17.9694 17.9694 
-15 9 1.71722 20.4051 17.9694 18.8719 17.9694 
-15 12 1.22173 17.5076 17.9694 17.9694 18.8719 
-15 15 1.39464 15.3423 17.9694 17.9694 17.9694 
-12 -15 2.15308 15.3423 15.2243 18.8719 15.7016 
-12 -12 1.88446 19.2219 18.8719 15.7016 17.9694 
-12 -9 1.60909 17.3384 17.2086 15.7016 17.9694 
-12 -6 2.25567 16.7553 17.9694 15.3698 17.9694 
-12 -3 2.08728 24.1819 17.9694 17.9694 17.9694 
-12 0 1.55943 18.3122 17.9694 14.5673 17.9694 
-12 3 1.85154 24.1819 17.9694 15.7016 17.9694 
-12 6 2.12795 15.3423 18.8719 17.9694 17.9694 
-12 9 2.29796 24.1819 17.9694 15.7016 17.9694 
-12 12 2.85781 24.1819 15.8401 17.9694 17.9694 
-12 15 3.0697 21.3259 17.9694 18.8719 19.7938 
-9 -15 2.04252 15.3423 15.8401 17.9694 18.8719 
-9 -12 2.69412 15.3423 17.9694 17.9694 15.7016 
-9 -9 2.25249 17.3384 18.8719 14.5673 17.9694 
-9 -6 2.79778 15.3423 17.9694 17.9694 15.3698 
-9 -3 2.94193 15.3423 17.9694 17.9694 18.8719 
-9 0 2.23337 15.8268 17.9694 17.9694 18.8719 
-9 3 2.60634 15.3423 15.7016 19.7938 15.7016 
-9 6 3.06728 15.8268 18.8719 17.9694 19.7938 
-9 9 3.84853 17.357 18.8719 17.9694 15.7016 
-9 12 4.04153 17.357 17.9694 17.9694 15.7016 
-9 15 3.34323 16.6327 15.8401 17.9694 17.9694 
-6 -15 2.02166 18.3122 18.8719 15.7016 17.9694 
-6 -12 2.48009 15.3423 18.8719 15.3698 18.8719 
-6 -9 3.32938 21.3259 15.7016 17.9694 15.7016 
-6 -6 2.46377 15.8268 18.8719 19.7938 17.9694 
-6 -3 3.84853 15.8268 17.9694 19.7938 17.9694 
-6 0 3.26142 20.2053 17.9694 15.3698 18.8719 
-6 3 3.78743 15.8268 18.8719 15.7016 19.7938 
-6 6 5.39711 15.8268 17.9694 17.9694 17.9694 
-6 9 5.51328 19.0737 17.9694 15.7016 15.7016 
-6 12 4.15597 21.287 17.9694 17.9694 17.9694 
-6 15 3.30186 19.0173 17.9694 14.5673 19.7938 
-3 -15 1.98993 15.3423 18.8719 18.8719 17.9694 
-3 -12 2.5436 15.8268 17.9694 18.8719 19.7938 
-3 -9 3.21705 18.3122 17.9694 18.8719 17.9694 
-3 -6 4.22987 15.8268 18.8719 18.8719 17.9694 
-3 -3 5.16461 17.357 15.7016 17.9694 15.3698 
-3 0 4.58729 17.357 18.8719 17.9694 17.9694 
-3 3 7.58836 17.357 17.9694 17.9694 17.9694 
-3 6 6.79533 18.1767 17.9694 16.3602 15.7016 
