-15 -15 0.05 0.05 0.05 0.05 0 0.05 0.05 0.05 0.05 0 
-15 -12 0.05 0.05 0.05 0.05 0 0.05 0.05 0.05 0.05 0.05 
-15 -9 0.05 0.05 0.05 0 0 0.05 0.05 0.05 0.05 0.05 
-15 -6 0.05 0.05 0.05 0 0 0.05 0.05 0.05 0.05 0.05 
-15 -3 0.05 0.05 0.05 0 0.05 0.05 0.05 0.05 0.05 0.05 
-15 0 0.05 0 0.05 0.05 0.05 0 0 0 0 0.05 
-15 3 0.05 0.05 0.05 0 0.05 0.05 0.05 0.05 0.05 0.05 
-15 6 0.05 0 0.05 0.05 0.05 0.05 0 0 0.05 0 
-15 9 0 0.05 0.05 0.05 0 0.05 0.05 0.05 0.05 0 
-15 12 0.05 0.05 0 0.05 0.05 0.05 0.05 0 0.05 0 
-15 15 0 0.05 0.05 0.05 0 0 0.05 0.05 0 0.05 
-12 -15 0.05 0.05 0.05 0.05 0 0 0 0.05 0.05 0 
-12 -12 0.05 0.05 0.05 0.05 0 0.05 0 0.05 0.05 0 
-12 -9 0.05 0.05 0.05 0.05 0 0.05 0 0.05 0 0 
-12 -6 0.05 0.05 0.05 0 0 0.05 0 0.05 0 0 
-12 -3 0.05 0.05 0.05 0 0.05 0.05 0.05 0.05 0 0 
-12 0 0.05 0 0.05 0.05 0.05 0.05 0.05 0.05 0 0.05 
-12 3 0.05 0.05 0.05 0 0.05 0.05 0.05 0.05 0 0 
-12 6 0.05 0 0.05 0.05 0.05 0.05 0.05 0 0.05 0.05 
-12 9 0 0.05 0.05 0.05 0 0 0 0.05 0.05 0 
-12 12 0.05 0.05 0 0.05 0.05 0.05 0.05 0 0.05 0.05 
-12 15 0 0.05 0.05 0.05 0 0 0 0.05 0.05 0.05 
-9 -15 0.05 0.05 0.05 0.05 0.05 0.05 0 0 0 0.05 
-9 -12 0.05 0.05 0.05 0.05 0.05 0.05 0 0 0 0.05 
-9 -9 0.05 0.05 0.05 0.05 0.05 0.05 0 0 0 0.05 
-9 -6 0.05 0.05 0.05 0.05 0.05 0.05 0 0 0 0.05 
-9 -3 0.05 0.05 0.05 0 0 0.05 0 0 0.05 0.05 
-9 0 0.05 0 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0 
-9 3 0.05 0.05 0.05 0 0 0.05 0 0 0.05 0.05 
-9 6 0.05 0 0.05 0.05 0.05 0 0 0.05 0.05 0.05 
-9 9 0 0.05 0.05 0.05 0.05 0.05 0 0 0 0 
-9 12 0.05 0.05 0 0.05 0.05 0 0.05 0.05 0 0.05 
-9 15 0 0.05 0.05 0.05 0.05 0.05 0.05 0 0 0 
-6 -15 0.05 0.05 0.05 0.05 0 0.05 0.05 0.05 0 0.05 
-6 -12 0.05 0.05 0.05 0.05 0 0.05 0.05 0.05 0 0.05 
-6 -9 0.05 0.05 0.05 0.05 0 0.05 0.05 0.05 0 0.05 
-6 -6 0.05 0.05 0.05 0.05 0 0.05 0.05 0.05 0 0.05 
-6 -3 0.05 0.05 0.05 0 0 0.05 0.05 0 0.05 0.05 
-6 0 0.05 0 0.05 0 0.05 0 0 0 0 0.05 
-6 3 0.05 0.05 0.05 0 0 0.05 0.05 0 0.05 0.05 
-6 6 0.05 0 0 0 0 0.05 0 0 0 0 
-6 9 0 0.05 0.05 0.05 0 0 0.05 0.05 0.05 0 
-6 12 0.05 0.05 0 0.05 0.05 0.05 0.05 0.05 0.05 0 
-6 15 0 0.05 0.05 0.05 0.05 0 0 0 0.05 0.05 
-3 -15 0.05 0.05 0.05 0.05 0 0 0 0.05 0.05 0.05 
-3 -12 0.05 0.05 0 0.05 0.05 0 0 0 0 0 
-3 -9 0 0.05 0 0.05 0.05 0.05 0.05 0.05 0 0 
-3 -6 0 0.05 0 0.05 0.05 0 0.05 0.05 0.05 0.05 
-3 -3 0.05 0.05 0 0.05 0.05 0 0 0.05 0.05 0.05 
-3 0 0.05 0.05 0.05 0.05 0 0 0 0 0.05 0.05 
-3 3 0.05 0.05 0 0 0.05 0.05 0.05 0 0.05 0.05 
-3 6 0.05 0.05 0.05 0.05 0 0.05 0.05 0.05 0 0 
-3 9 0 0 0 0.05 0.05 0 0 0 0 0 
-3 12 0.05 0.05 0.05 0 0 0 0 0.05 0.05 0.05 
-3 15 0 0.05 0 0.05 0.05 0.05 0.05 0 0.05 0.05 
0 -15 0 0.05 0.05 0.05 0 0.05 0.05 0.05 0.05 0 
0 -12 0 0 0 0 0.05 0.05 0.05 0.05 0 0.05 
0 -9 0.05 0.05 0.05 0 0 0 0 0 0.05 0.05 
0 -6 0.05 0.05 0 0.05 0.05 0.05 0.05 0 0 0 
0 -3 0 0.05 0.05 0.05 0.05 0 0.05 0.05 0.05 0.05 
0 0 0 0 0 0.05 0.05 0.05 0.05 0 0.05 0.05 
0 3 0.05 0.05 0.05 0.05 0 0 0 0 0 0 
0 6 0 0 0.05 0.05 0.05 0.05 0 0.05 0.05 0.05 
0 9 0.05 0.05 0.05 0 0 0 0 0 0.05 0.05 
0 12 0.05 0.05 0.05 0.05 0.05 0 0.05 0.05 0.05 0.05 
0 15 0 0.05 0 0 0 0 0 0.05 0.05 0.05 
3 -15 0 0 0 0 0 0 0 0 0 0 
3 -12 0.05 0 0 0 0 0 0.05 0.05 0.05 0.05 
3 -9 0 0 0.05 0.05 0.05 0.05 0 0 0 0 
3 -6 0 0 0 0.05 0.05 0.05 0.05 0 0.05 0.05 
3 -3 0 0 0.05 0.05 0.05 0.05 0 0 0 0 
3 0 0.05 0.05 0.05 0.05 0.05 0 0 0 0 0 
3 3 0.05 0 0.05 0.05 0.05 0.05 0 0.05 0.05 0.05 
3 6 0 0.05 0.05 0.05 0 0 0 0 0 0.05 
3 9 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 
3 12 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 
3 15 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 
6 -15 0 0 0 0 0 0 0 0 0 0 
6 -12 2.02081 2.21507 2.24515 2.13286 2.17009 2.13286 2.14267 2.13286 2.12212 2.14267 
6 -9 2.49134 2.25782 2.13286 2.20551 2.13286 2.17961 2.13286 2.13286 2.14267 2.14267 
6 -6 2.41328 2.24958 2.2857 2.24767 2.2968 2.14379 2.13286 2.17009 2.13286 2.13286 
6 -3 2.44518 2.37772 2.32151 2.2991 2.319 2.20709 2.23512 2.28351 2.18158 2.17009 
6 0 1.85077 2.22452 2.24767 2.23512 2.14379 2.19121 2.13286 2.13286 2.13286 2.10962 
6 3 2.07225 3.22435 2.84395 2.68497 2.5136 2.37473 2.2991 2.2857 2.19517 2.19517 
6 6 1.70731 4.02294 3.31635 2.81963 2.47727 2.47334 2.37473 2.23693 2.2857 2.20709 
6 9 1.21986 5.20394 3.91134 3.11808 2.73472 2.5313 2.38974 2.37473 2.23693 2.20709 
6 12 0.822097 6.99302 4.71881 3.50471 2.87602 2.684 2.44422 2.38974 2.2991 2.319 
6 15 0.541086 15.1485 5.21068 3.54582 3.13628 2.79591 2.46057 2.45681 2.24958 2.21922 
9 -15 0 0 0 0 0 0 0 0 0 0 
9 -12 1.0812 4.01936 8.54186 4.4269 3.50471 2.87602 2.62827 2.47334 2.32151 2.25981 
9 -9 1.95631 6.25689 6.09954 3.96779 3.03809 2.81963 2.67793 2.42657 2.24958 2.2991 
9 -6 4.15022 7.64347 6.52395 3.91134 3.30002 2.79591 2.47727 2.45681 2.24958 2.21922 
9 -3 4.50891 7.47209 7.41981 4.08353 3.09865 2.81963 2.60865 2.37772 2.37473 2.23693 
9 0 4.01644 4.97922 8.22294 4.71881 3.22435 2.84395 2.62827 2.47334 2.37473 2.24958 
9 3 3.72034 4.56055 8.27293 4.67777 3.54767 2.97359 2.684 2.57731 2.32151 2.28858 
9 6 2.57988 3.88995 9.54369 5.36351 3.6713 2.9017 2.70523 2.59619 2.41088 2.36002 
9 9 1.40176 3.91732 8.60745 5.48375 4.05406 3.11808 2.75709 2.5313 2.45681 2.36002 
