0 0 0 0
1 0 0 0
2 2.48786e-17 2.48786e-19 6.18943e-36
3 2.48786e-17 2.48786e-19 6.18943e-36
4 2.48786e-17 2.48786e-19 6.18943e-36
5 2.48786e-17 2.48786e-19 6.18943e-36
6 2.48786e-17 2.48786e-19 6.18943e-36
7 2.48786e-17 2.48786e-19 6.18943e-36
8 2.48786e-17 2.48786e-19 6.18943e-36
9 2.48786e-17 2.48786e-19 6.18943e-36
10 2.48786e-17 2.48786e-19 6.18943e-36
11 2.48786e-17 2.48786e-19 6.18943e-36
12 1.20329e-16 1.45208e-18 1.50376e-34
13 1.20329e-16 1.45208e-18 1.50376e-34
14 1.20329e-16 1.45208e-18 1.50376e-34
15 0.00012269 1.2269e-06 1.50528e-10
16 0.00012269 1.2269e-06 1.50528e-10
17 0.00012269 1.2269e-06 1.50528e-10
18 0.316856 0.00316979 0.00100397
19 0.316856 0.00316979 0.00100397
20 0.514821 0.008318 0.00362141
21 0.833893 0.0281492 0.0145716
22 0.833893 0.0314874 0.0152374
23 0.867018 0.0439672 0.0233448
24 0.867018 0.0517999 0.0251477
25 0.867018 0.0659456 0.0310642
26 0.867018 0.0728662 0.0339156
27 0.867018 0.109832 0.0473664
28 1.23782 0.14302 0.0679864
29 1.23782 0.148604 0.0788826
30 1.25142 0.166263 0.118438
31 6.68608 0.232077 0.558486
32 6.68608 0.267401 0.584144
33 6.68608 0.271922 0.572889
34 6.68608 0.272844 0.584231
35 6.68608 0.353878 0.872082
36 6.68608 0.381925 0.938415
37 6.68608 0.446509 1.15438
38 6.68608 0.459702 1.15797
39 6.68608 0.547766 1.4815
40 6.68608 0.627735 1.73358
41 6.68608 0.719563 1.90948
42 6.68608 0.718603 1.90852
43 6.68608 0.673826 1.93662
44 6.68608 0.644409 1.93391
45 6.91336 0.76949 2.66223
46 8.22558 0.839837 3.38778
47 8.22558 0.836459 3.27197
48 40.1479 1.21901 18.752
49 40.1479 1.37225 19.2622
50 40.1479 1.49409 19.7645
51 40.1479 1.61891 24.9877
52 40.1479 1.59662 25.232
53 40.1479 1.46779 24.729
54 40.1479 1.4529 24.8056
55 40.1479 1.46916 25.4413
56 40.1479 1.70993 31.3592
57 40.1479 1.90454 31.7902
58 40.1479 2.03065 35.2045
59 40.1479 2.19387 43.6548
60 40.1479 2.34026 45.0316
61 40.1479 2.23952 46.076
62 40.1479 2.32565 46.2221
63 40.1479 2.25729 45.9832
64 40.1479 2.35376 46.124
65 40.1479 2.28068 45.9648
66 40.1479 2.37225 48.019
67 40.1479 2.47981 49.4486
68 40.1479 2.87589 54.9153
69 40.1479 3.1551 59.3619
70 40.1479 2.87935 58.244
71 53.7032 3.55542 86.1515
72 53.7032 3.79648 102.507
73 53.7032 3.53787 102.781
74 53.7032 3.87332 108.106
75 53.7032 4.1238 115.162
76 53.7032 3.99886 117.468
77 53.7032 3.79407 113.246
78 53.7032 3.70185 113.392
79 53.7032 4.0429 118.335
80 53.7032 4.2267 118.364
81 53.7032 4.00634 114.758
82 53.7032 3.72582 114.177
83 53.7032 4.14321 119.229
84 53.7032 3.98092 117.662
85 53.7032 4.07756 118.327
86 53.7032 3.87465 113.45
87 53.7032 3.91442 114.278
88 53.7032 4.1886 120.128
89 53.7032 3.83523 114.106
90 53.7032 4.45108 118.669
91 53.7032 4.0491 114.026
92 53.7032 3.88862 114.366
93 53.7032 4.08157 117.09
94 53.7032 3.80486 114.241
95 53.7032 4.25102 117.031
96 53.7032 3.818 115.156
97 53.7032 4.01223 122.605
98 57.611 4.50566 145.929
99 57.611 5.13072 175.616
100 57.611 4.50035 165.159
0 1.38311 0.0354554 0.0354689
1 1.38311 0.0358328 0.0354423
2 1.38311 0.0351724 0.0354888
