-15 -15 0.560259
-15 -9 0.560441
-15 -3 0.560138
-15 3 0.560254
-15 9 0.560342
-15 15 0.560264
-9 -15 0.560308
-9 -9 0.560373
-9 -3 0.560353
-9 3 0.560353
-9 9 0.560325
-9 15 0.560353
-3 -15 0.560308
-3 -9 0.560441
-3 -3 0.560386
-3 3 0.560308
-3 9 0.560441
-3 15 0.560353
3 -15 0.560239
3 -9 0.560325
3 -3 0.560373
3 3 0.560353
3 9 0.560182
3 15 0.560384
9 -15 0.560568
9 -9 0.560314
9 -3 0.560239
9 3 0.560353
9 9 0.560353
9 15 0.560353
15 -15 0.560309
15 -9 0.560373
15 -3 0.560353
15 3 0.560428
15 9 0.560182
15 15 0.560264
