-15 -15 0.661228
-15 -9 0.661228
-15 -3 0.665508
-15 3 0.668225
-15 9 0.669743
-15 15 0.679424
-9 -15 0.658947
-9 -9 0.659444
-9 -3 0.660508
-9 3 0.664972
-9 9 0.671576
-9 15 0.684807
-3 -15 0.658586
-3 -9 0.658586
-3 -3 0.654112
-3 3 0.667712
-3 9 0.677098
-3 15 0.685799
3 -15 0.657033
3 -9 0.656343
3 -3 0.652618
3 3 0.671576
3 9 0.682212
3 15 0.68661
9 -15 0.656343
9 -9 0.655982
9 -3 0.652764
9 3 0.682593
9 9 0.691359
9 15 0.6922
15 -15 0.655651
15 -9 0
15 -3 0.667712
15 3 0.683997
15 9 0.702114
15 15 0.704523
